https://m.media-amazon.com/images/I/618d5bS2lUL._AC_UY218_.jpg!Apple 2023 MacBook Pro (16-inch, M3 Max chip with 16‑core CPU and 40‑core GPU, 48GB Unified Memory, 1TB) - Space Black!₹3,99,900
https://m.media-amazon.com/images/I/81Fm0tRFdHL._AC_UY218_.jpg!Apple 2023 MacBook Air (15-inch, M2 chip with 8‑core CPU and 10‑core GPU, 8GB Unified Memory, 256GB) - Midnight!₹1,15,900
https://m.media-amazon.com/images/I/71-Fx3Vfq5L._AC_UY218_.jpg!ASUS TUF Gaming F15, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W!₹52,990
https://m.media-amazon.com/images/I/81UWgnVKDBL._AC_UY218_.jpg!ASUS TUF Gaming F15, 15.6"(39.62 cms) FHD 144Hz, Intel Core i7-11800H 11th Gen, 4GB NVIDIA GeForce RTX 3050 Ti, Gaming Laptop (16GB/1TB SSD/Win 11/MSO/90WHrs Battery/Black/2.30 Kg), FX506HE-HN385WS!₹74,990
https://m.media-amazon.com/images/I/61FTNlVa5OL._AC_UY218_.jpg!MSI GF63 Thin, Intel 11th Gen. i5-11260H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce GTX 1650 Max Q,GDDR6 4GB/Black/2.04Kg), 11SC-1629IN!₹44,990
https://m.media-amazon.com/images/I/71-Fx3Vfq5L._AC_UY218_.jpg!ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-HX018W!₹49,882
https://m.media-amazon.com/images/I/81UWgnVKDBL._AC_UY218_.jpg!ASUS TUF Gaming F15, 15.6"(39.62 cms) FHD 144Hz, Intel Core i7-11800H 11th Gen, 4GB NVIDIA GeForce RTX 3050 Ti, Gaming Laptop (16GB/512GB SSD/Windows 11/90WHrs Battery/Black/2.30 Kg), FX506HE-HN382W!₹69,990
https://m.media-amazon.com/images/I/71cRA3lD-8L._AC_UY218_.jpg!MSI Sword 15 A12VF, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4060, 8GB GDDR6/White/2.25Kg), A12VF-401IN!₹94,990
https://m.media-amazon.com/images/I/71LEwNj3ohL._AC_UY218_.jpg!HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB AMD Radeon RX 6500M graphics, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 8GB DDR4, 512GB SSD, Backlit KB, B&O, Dual speakers (MSO, Silver, 2.37 kg), fb0777AX!₹49,490
https://m.media-amazon.com/images/I/61FTNlVa5OL._AC_UY218_.jpg!MSI GF63 Thin, Intel Core i5-11260H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce GTX 1650, GDDR6 4GB/Black/1.8Kg), 11SC-1477IN!₹41,990
https://m.media-amazon.com/images/I/61RcOfisl7L._AC_UY218_.jpg!Apple 2023 MacBook Pro (16-inch, M3 Max chip with 14‑core CPU and 30‑core GPU, 36GB Unified Memory, 1TB) - Silver!₹3,49,900
https://m.media-amazon.com/images/I/61RJn0ofUsL._AC_UY218_.jpg!Apple 2023 MacBook Pro (14-inch, M3 Pro chip with 11‑core CPU and 14‑core GPU, 18GB Unified Memory, 512GB) - Space Black!₹1,99,900
https://m.media-amazon.com/images/I/51GGNToj7aL._AC_UY218_.jpg!Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM, 144Hz Display (16GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6"(39.6cms) FHD ANV15-51!₹77,990
https://m.media-amazon.com/images/I/71eAy6BpcDL._AC_UY218_.jpg!MSI GF63 Thin, Intel Core i5-11260H, 40CM FHD 144Hz Gaming Laptop (8GBx2 RAM/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 3050, GDDR6 4GB/Black/1.8Kg), 11UC-1474IN!₹51,990
https://m.media-amazon.com/images/I/710ZcpHUpkL._AC_UY218_.jpg!HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm) FHD IPS 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O Dual Speakers (Win 11, MSO, Blue, 2.37 kg), fa0666TX!₹68,490
https://m.media-amazon.com/images/I/71-Fx3Vfq5L._AC_UY218_.jpg!ASUS TUF Gaming F15 - AI Powered Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.30 kg),FX506HF-HN024W!₹49,990
https://m.media-amazon.com/images/I/71h9nOTd93L._AC_UY218_.jpg!HP Victus Gaming Laptop, AMD Ryzen 7 5800H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, 9ms Response time (MSO, Blue, 2.37 kg), fb0107AX!₹65,990
https://m.media-amazon.com/images/I/715Sum+EpLL._AC_UY218_.jpg!Acer Aspire 5 Gaming Laptop Intel Core i5 12th gen (16 GB/512 GB SSD/Win11 Home/4GB Graphics/RTX 2050) A515-57G (15.6" FHD Display, 1.8 Kg)!₹52,903
https://m.media-amazon.com/images/I/81gQvl-qT8L._AC_UY218_.jpg!Acer Nitro 5 Gaming Laptop AMD Ryzen™ 7 7735HS Octa-Core Processor- (16GB/ 512 GB SSD/NVIDIA GeForce RTX 3050 4GB Graphics/Windows 11 Home) AN515-47 with 39.6 Cm (15.6 Inch) IPS Display!₹69,990
https://m.media-amazon.com/images/I/71JwQSPtkRL._AC_UY218_.jpg!HP Victus Gaming Laptop, AMD Ryzen 7 7840HS AI Powered, 6GB RTX 3050 GPU, 16.1-inch (40.9 cm), 95W TGP, FHD, IPS, 144Hz, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (MSO, Blue, 2.29 kg), s0089AX!₹80,490
https://m.media-amazon.com/images/I/71fahGu-FiL._AC_UY218_.jpg!HP Omen Gaming Laptop, AMD Ryzen™ 7 7840HS,16.1 inch(40.9cm) FHD,Micro-Edge,16GB RAM,512GB SSD,MSO,NVIDIA GeForce RTX(4060 8GB GDDR6),Win 11,Shadow Black, 2.32kg, 16-xf0059AX!₹1,12,990
https://m.media-amazon.com/images/I/71PlJMFYA4L._AC_UY218_.jpg!HP OMEN Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 165Hz, 16GB DDR5, 1TB SSD, 300 nits, RGB Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), n0123AX!₹1,04,990
